wl_r_RAW,qe_r_RAW,wl_g_RAW,qe_g_RAW,wl_b_RAW,qe_b_RAW,wl,qe_r,qe_g,qe_b
5.129032258064517009e+02,1.848151848151848020e-02,6.397849462365592217e+02,5.244755244755244794e-02,4.623655913978494709e+02,3.841158841158841541e-01,4.025000000000000000e+02,6.723084000000000005e-02,3.412293000000000270e-02,2.348337199999999958e-01
5.198924731182796677e+02,1.781551781551782287e-02,6.494623655913978837e+02,5.111555111555111941e-02,4.650537634408602798e+02,3.721278721278721280e-01,4.050000000000000000e+02,6.228336000000000289e-02,3.424678999999999918e-02,2.505094999999999961e-01
5.231182795698924792e+02,2.447552447552447941e-02,6.596774193548387757e+02,5.444555444555446155e-02,4.677419354838709751e+02,3.794538794538794280e-01,4.075000000000000000e+02,5.641382999999999814e-02,3.423533000000000132e-02,2.631863099999999789e-01
5.301075268817204460e+02,2.913752913752913620e-02,6.661290322580646261e+02,5.977355977355977568e-02,4.698924731182796677e+02,3.874458874458874824e-01,4.100000000000000000e+02,5.094415000000000054e-02,3.408179000000000070e-02,2.734483300000000172e-01
5.376344086021506428e+02,2.647352647352647914e-02,6.758064516129032882e+02,5.977355977355977568e-02,4.752688172043011718e+02,3.774558774558774976e-01,4.125000000000000000e+02,4.602408000000000193e-02,3.377937999999999774e-02,2.821240099999999806e-01
5.451612903225807258e+02,2.114552114552115114e-02,6.827956989247312549e+02,6.976356976356976047e-02,4.784946236559139834e+02,3.621378621378621432e-01,4.150000000000000000e+02,4.123885000000000051e-02,3.334165000000000045e-02,2.876752699999999829e-01
5.505376344086022300e+02,2.514152514152515061e-02,6.913978494623656843e+02,8.974358974358975782e-02,4.806451612903226760e+02,3.481518481518481867e-01,4.175000000000000000e+02,3.617005999999999694e-02,3.285132000000000330e-02,2.881490899999999966e-01
5.575268817204301968e+02,2.647352647352647914e-02,6.994623655913979974e+02,1.117216117216117133e-01,4.854838709677419502e+02,3.334998334998334757e-01,4.200000000000000000e+02,3.048514000000000085e-02,3.240581000000000017e-02,2.897752900000000187e-01
5.655913978494623962e+02,2.514152514152515061e-02,7.075268817204301968e+02,1.223776223776223693e-01,4.919354838709678006e+02,3.161838161838161909e-01,4.225000000000000000e+02,2.477501999999999829e-02,3.210256000000000220e-02,2.994500600000000179e-01
5.698924731182796677e+02,3.246753246753247835e-02,7.172043010752689725e+02,1.170496170496170552e-01,4.951612903225807258e+02,2.848817848817848386e-01,4.250000000000000000e+02,2.019309000000000034e-02,3.203899999999999804e-02,3.121336399999999900e-01
5.709677419354839003e+02,3.912753912753913488e-02,7.236559139784947092e+02,1.117216117216117133e-01,4.994623655913978837e+02,2.535797535797535973e-01,4.275000000000000000e+02,1.777373000000000147e-02,3.231256999999999879e-02,3.225144600000000028e-01
5.747311827956989418e+02,4.911754911754911967e-02,7.327956989247312549e+02,1.223776223776223693e-01,5.043010752688172715e+02,2.262737262737263000e-01,4.300000000000000000e+02,1.713107000000000171e-02,3.302068999999999838e-02,3.321335599999999943e-01
5.763440860215054045e+02,7.042957042957043168e-02,7.408602150537635680e+02,1.363636363636363813e-01,5.107526881720430083e+02,1.983016983016983315e-01,4.325000000000000000e+02,1.698890999999999943e-02,3.426080000000000098e-02,3.431580000000000186e-01
5.784946236559139834e+02,1.103896103896103986e-01,7.526881720430109226e+02,1.476856476856476807e-01,5.139784946236559335e+02,1.663336663336663357e-01,4.350000000000000000e+02,1.605735000000000148e-02,3.613033999999999690e-02,3.522812300000000008e-01
5.817204301075269086e+02,1.570096570096570221e-01,7.645161290322581635e+02,1.423576423576423666e-01,5.166666666666667425e+02,1.370296370296370247e-01,4.375000000000000000e+02,1.327495000000000064e-02,3.872671999999999920e-02,3.559410299999999916e-01
5.827956989247312549e+02,2.082917082917083162e-01,7.715053763440861303e+02,1.490176490176490232e-01,5.247311827956989418e+02,1.030636030636030709e-01,4.400000000000000000e+02,1.111789000000000006e-02,4.214738999999999985e-02,3.603962199999999894e-01
