wl_r_RAW,qe_r_RAW,wl_g_RAW,qe_g_RAW,wl_b_RAW,qe_b_RAW,wl,qe_r,qe_g,qe_b
8.539650537634408920e+02,1.860139860139859991e-01,8.605510752688171578e+02,1.740259740259740284e-01,9.292338709677419502e+02,8.691308691308692602e-02,5.025000000000000000e+02,1.827408199794597690e-02,2.380264459581077074e-01,2.256793537902181401e-01
8.690188172043010582e+02,1.660339660339660295e-01,8.746639784946237342e+02,1.564435564435564530e-01,9.485215053763440665e+02,6.773226773226774522e-02,5.050000000000000000e+02,1.822960498275920035e-02,2.461777287072089426e-01,2.179548453280541476e-01
8.836021505376343157e+02,1.452547452547452989e-01,8.883064516129031745e+02,1.364635364635364834e-01,9.668682795698925929e+02,5.094905094905095855e-02,5.075000000000000000e+02,1.880346758397442170e-02,2.550679596352975476e-01,2.100188688958984917e-01
9.005376344086021163e+02,1.244755244755244988e-01,9.028897849462366594e+02,1.188811188811188940e-01,9.838037634408601662e+02,3.736263736263736868e-02,5.100000000000000000e+02,1.970980462291634788e-02,2.647480834527491389e-01,2.020534393544950458e-01
9.141801075268817840e+02,1.060939060939061068e-01,9.151209677419356012e+02,1.036963036963037127e-01,1.002150537634408693e+03,2.937062937062936974e-02,5.125000000000000000e+02,2.060014929631018288e-02,2.749027335895172786e-01,1.940360653721212858e-01
9.306451612903226760e+02,8.451548451548453189e-02,9.297043010752688588e+02,8.531468531468532068e-02,1.020497311827956992e+03,1.658341658341658253e-02,5.150000000000000000e+02,2.121848197780107359e-02,2.851985507564789857e-01,1.859060717116952088e-01
9.499327956989247923e+02,6.533466533466535109e-02,9.485215053763440665e+02,6.773226773226774522e-02,1.039784946236559108e+03,9.390609390609386264e-03,5.175000000000000000e+02,2.164994364175426914e-02,2.953400478508743654e-01,1.776027992140253586e-01
9.706317204301076345e+02,4.695304695304695908e-02,9.607526881720430083e+02,5.494505494505495802e-02,1.058602150537634316e+03,3.796203796203795333e-03,5.200000000000000000e+02,2.205835455423863639e-02,3.051489819821994742e-01,1.690734180352003180e-01
9.927419354838709751e+02,3.336663336663336921e-02,9.809811827956989418e+02,3.896103896103896014e-02,1.078360215053763341e+03,1.398601398601401202e-03,5.225000000000000000e+02,2.260753498132303876e-02,3.144697294562477374e-01,1.602855070412696203e-01
1.013911290322580726e+03,2.057942057942058200e-02,1.001680107526881784e+03,2.857142857142856707e-02,1.099059139784946183e+03,5.994005994005985327e-04,5.250000000000000000e+02,2.345494477386042900e-02,3.231477064442047631e-01,1.512099862601801181e-01
1.037903225806451701e+03,9.390609390609386264e-03,1.020026881720430083e+03,1.818181818181818787e-02,-1.000000000000000000e+00,-1.000000000000000000e+00,5.275000000000000000e+02,2.461888401060335213e-02,3.310341799452777845e-01,1.418522475891767776e-01
1.056720430107526909e+03,3.796203796203795333e-03,1.043548387096774150e+03,6.193806193806189464e-03,-1.000000000000000000e+00,-1.000000000000000000e+00,5.300000000000000000e+02,2.598234238566242416e-02,3.379824616074784127e-01,1.323103651518395818e-01
1.079301075268817158e+03,1.398601398601401202e-03,1.064717741935483900e+03,2.197802197802189994e-03,-1.000000000000000000e+00,-1.000000000000000000e+00,5.325000000000000000e+02,2.742271924533701971e-02,3.438635713526384530e-01,1.226978298708629178e-01
1.099059139784946183e+03,1.398601398601401202e-03,1.098118279569892593e+03,5.994005994005985327e-04,-1.000000000000000000e+00,-1.000000000000000000e+00,5.350000000000000000e+02,2.881789496395475297e-02,3.489557700931739670e-01,1.131552701567107438e-01
-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,5.375000000000000000e+02,3.017414298378595303e-02,3.539445597320847736e-01,1.039551063178903723e-01
-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,5.400000000000000000e+02,3.179840667934666354e-02,3.593055214305432288e-01,9.540970993185671212e-02
-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,5.425000000000000000e+02,3.404060922562787694e-02,3.641457963058015723e-01,8.780834398335707336e-02
-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,5.450000000000000000e+02,3.725950803622942592e-02,3.670673710694511982e-01,8.122978050509115089e-02
-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,5.475000000000000000e+02,4.212105237398353075e-02,3.672327761373384014e-01,7.564034607770982188e-02
-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,5.500000000000000000e+02,4.967046060496665277e-02,3.649529061703723487e-01,7.100530957019141054e-02
-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,5.525000000000000000e+02,6.077309384744210286e-02,3.606771754824629195e-01,6.728170826729473752e-02
-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,5.550000000000000000e+02,7.471692748423264252e-02,3.547847644833057035e-01,6.436271386955978724e-02
